sku,product_name,regular_price,stock_quantity,stock_status,product_type,product_status,product_categories,tags,weight,length_mm,width_mm,height_mm,_acf_power_watts,_acf_cc_cv_type,_acf_dimming_type,_acf_output_current_ma,_acf_ip_protection,_acf_series_type,_acf_manufacturer_brand,_acf_manufacturer_part_number,_acf_dimensions_length_mm,_acf_dimensions_width_mm,_acf_dimensions_height_mm,_acf_dimension_category,_acf_input_voltage
1120060200,LED Converter LCM-60 DA2 500mA-1400mA DALI2 | TOUCHDIM,68.0,9,instock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,123.5,81.5,23,,cc,dali|touchdim,500mA,,other,Simpex,LCM-60DA2,123.5,81.5,23,medium,220_240v_ac
1120060201,LED Converter 60W 250mA-700mA DALI MAXI JOLLY HV,70.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,124,79,22,60,cc,dali,250mA,,other,BAG Electronics,TCI-127409,124,79,22,medium,220_240v_ac
1120060202,LED Converter OTi DALI 60/220…240/550 D LT2 L,30.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,280,30,21,,,dali,,,other,Osram/Ledvance,4052899494206 | OTi DALI 60/220-240/550 D LT2 L,280,30,21,large,220_240v_ac
1120060203,LED Converter LC 60W 150-550mA one4all NFC,28.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,280,30,16.3,60,cc,nfc|one4all,150-550mA,,lc,Tridonic,28003603,280,30,16.3,large,220_240v_ac
1120060204,LED Converter XLC 60W 900mA-1700mA DALI2 | TOUCHDIM | NFC,54.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,176,45,32,60,cc,dali|touchdim|nfc,900mA,,other,Simpex,XLC-60-H-DA2SN,176,45,32,medium,220_240v_ac
1120075200,LED Converter LC 75W 900-1800mA one4all NFC Ip,57.0,2,instock,simple,publish,LED Treiber,CONVERTER MA TRIDONIC,,360,30,21,75,cc,nfc|one4all,900-1800mA,,lc,Tridonic,28003203,360,30,21,large,220_240v_ac
1120075201,LED Converter ETI DALI 75/220...240/1A4 LT2 L,23.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,280,30,21,,,dali,,,other,Osram/Ledvance,4062172126250 | ETi DALI 75/220-240/1A4 LT2 L,280,30,21,large,220_240v_ac
1120075202,LED Converter LCA 75W 900-1800mA one4all Ip PRE,59.0,5,instock,simple,publish,LED Treiber,CONVERTER MA,,360,30,21,75,cc,one4all,900-1800mA,,lca,Tridonic,28000660,360,30,21,large,220_240v_ac
1120075203,LED Converter LC 75W 900-1900mA one4all NFC h16,53.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA TRIDONIC,,360,30,16,75,cc,nfc|one4all,900-1900mA,,lc,Tridonic,28004634,360,30,16,large,220_240v_ac
1120075204,LED Converter LCA 75W 100-400mA one4all Ip PRE,48.0,2,instock,simple,publish,LED Treiber,CONVERTER MA,,280,30,21,75,cc,one4all,100-400mA,,lca,Tridonic,28000657,280,30,21,large,220_240v_ac
1120075205,LED Converter FMS 75W 1050mA-1800mA DALI2 | TOUCHDIM,46.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,280,30,21,75,cc,dali|touchdim,1050mA,,fms,Simpex,FMS-75-1800 DALI2 LD,280,30,21,large,220_240v_ac
1120080200,LED Converter OTi DALI 80/220…240/2A1 LT2 L,42.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,360,30,21,,,dali,,,other,Osram/Ledvance,4052899028050 | OTi DALI 80/220-240/2A1 LT2 L,360,30,21,large,220_240v_ac
1120100200,LED Converter LCA 100W 1100-2100mA one4all SR PRE,80.0,2,instock,simple,publish,LED Treiber,CONVERTER MA TRIDONIC,,235,100,31,100,cc,one4all,1100-2100mA,,lca,Tridonic,28001571,235,100,31,medium,220_240v_ac
1123007200,LED Converter 2.8-7W 350mA DALI,44.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA BRUMBERG,,130,42,22,7,cc,dali,350mA,,other,Eaglerise,17684000,130,42,22,medium,220_240v_ac
1123009200,LED Converter 2.1-9W 350mA DALI,106.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA BRUMBERG,,,,25,9,cc,dali,350mA,,other,Eaglerise,17658000,,,25,,220_240v_ac
1123012200,LED Converter zu VIOR 12W 350mA DALI | TOUCHDIM,100.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA VIOR RIBAG,,120,51,29,12,cc,dali|touchdim,350mA,,other,K00288,915.019.350 DIG,120,51,29,compact,220_240v_ac
1123015200,LED Converter 15W 350mA DALI,139.0,2,instock,simple,publish,LED Treiber,CONVERTER MA | LUNATONE,,120,41,21.6,15,cc,dali,350mA,,other,K00473,89453849-350,120,41,21.6,compact,220_240v_ac
1123017200,LED Converter CL350D-240-B DALI 350mA,41.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,,,,,cc,dali,350mA,,other,Helvar,211-003-200,,,,,220_240v_ac
1125024200,LED Converter CL500D-240-B DALI 500mA,41.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,,,,,cc,dali,500mA,,other,,,,,,,220_240v_ac
1125024201,LED Converter CL500D-240C DALI 500mA,47.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,,,,,cc,dali,500mA,,other,,,,,,,220_240v_ac
1125045200,LED Converter IDLC-45-500DA 45W 500mA | 54V- 90V,62.0,59,instock,simple,publish,LED Treiber,45W LED KONSTANTSTROMTREIBER MIT EINGEBAUTER DALI SIMPEX,,120,75,25,45,cc,,500mA,,other,K00575,3265875 | IDLC-45-500DA,120,75,25,compact,220_240v_ac
1127025200,LED Converter OTi DALi 25/220-240/700 LT2,36.0,2,instock,simple,publish,LED Treiber,CONVERTER MA,,,,,,,dali,,,other,Osram/Ledvance,4052899488144 | OTi DALI 25/220-240/700 LT2,,,,,220_240v_ac
1127025201,LED Converter 25W 700mA DALI,156.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA | LUNATONE,,120,41,21.6,25,cc,dali,700mA,,other,K00473,89453849-700,120,41,21.6,compact,220_240v_ac
1127030200,LED Converter CL700D-240C DALI 700mA,42.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,,,,,cc,dali,700mA,,other,,,,,,,220_240v_ac
1127030201,LED Converter 10.5-30W 700mA DALI dimmbar,79.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,180,32,32,30,cc,dali,700mA,,other,,17708000,180,32,32,medium,220_240v_ac
1127030202,LED Converter 30W 700mA DALI,89.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA | HEP LNDC30W700LRP,,80,55,32,30,cc,dali,700mA,,other,K00233,LNDC30W700LRP,80,55,32,compact,220_240v_ac
1129025200,LED Converter CL1200D-240-B DALI 1200mA,41.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,,,,,cc,dali,1200mA,,other,,,,,,,220_240v_ac
1129025201,LED Converter CL1200D-240C DALI 1200mA,1.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,,,,,cc,dali,1200mA,,other,,,,,,,220_240v_ac
1129025202,LED Converter CL1400D-240C DAL 1400mA,1.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,,,,,cc,,1400mA,,other,,,,,,,220_240v_ac
1129030200,LED Converter CL1000D-240C DALI 1000mA,1.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,,,,,cc,dali,1000mA,,other,,,,,,,220_240v_ac
1130010200,LED Converter LUP 10W 100-350mA phasendimmbar,15.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,114,53,22,10,cc,,100-350mA,,other,Simpex,LUP10-LCPH,114,53,22,compact,220_240v_ac
1130021200,LED Converter LCA 21W 300-500mA phasendimmbar,23.0,10,instock,simple,publish,LED Treiber,CONVERTER MA TRIDONIC,,101.5,51,29.5,21,cc,,300-500mA,,lca,Tridonic,87500603,101.5,51,29.5,compact,220_240v_ac
1130044200,LED Converter LCA 44W 700-1050mA phasendimmbar,29.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA TRIDONIC,,119,68,31,44,cc,,700-1050mA,,lca,Tridonic,87500605,119,68,31,compact,220_240v_ac
1132012200,LED Converter 12W 250mA 27-48V ECXd 250.153 Phasec,14.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,,45,19,12,cc,,250mA,,other,Helvar,211-A0D-001,,45,19,,220_240v_ac
1133007200,LED Converter 2.8-7W 350mA phasenabschnitt dimmbar,36.0,29,instock,simple,publish,LED Treiber,CONVERTER MA BRUMBERG,,110,50,19,7,cc,,350mA,,other,Eaglerise,17663000,110,50,19,compact,220_240v_ac
1133010201,LED Converter Micro MD 10W 350mA PC,25.0,0,outofstock,simple,publish,LED Treiber,CONVERTER LUX-IT,,86.5,38,21,10,cc,,350mA,,other,BAG Electronics,TCI127040,86.5,38,21,compact,220_240v_ac
1133018200,LED Converter 8.8-18W 350mA phasenabschnitt dimmbar,48.0,14,instock,simple,publish,LED Treiber,CONVERTER MA BRUMBERG,,110.5,52,22,18,cc,,350mA,,other,Eaglerise,17643010,110.5,52,22,compact,220_240v_ac
1140010200,LED Converter LCA 10W 150-400mA one4all C PRE,44.0,6,instock,simple,publish,LED Treiber,CONVERTER MA TRIDONIC,,105,70,22.3,10,cc,one4all,150-400mA,,lca,Tridonic,28000663,105,70,22.3,compact,220_240v_ac
1140017200,LED Converter LCA 17W 250-700mA one4all SC PRE,35.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,130,43,30,17,cc,one4all,250-700mA,,lca,Tridonic,28000674,130,43,30,medium,220_240v_ac
1140025200,LED Converter LCA 25W 350-1050mA one4all SC PRE,51.0,11,instock,simple,publish,LED Treiber,CONVERTER MA TRIDONIC,,130,43,30,25,cc,one4all,350-1050mA,,lca,Tridonic,28000675,130,43,30,medium,220_240v_ac
1140025201,LED Converter LCA 25W 350-1050mA one4all C PRE,48.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,110,70,23,25,cc,one4all,350-1050mA,,lca,Tridonic,28000665,110,70,23,compact,220_240v_ac
1140030200,LED Converter SRP 30W 350-700mA DALI | PUSH | 1-10V | Phasendimmbar,42.0,12,instock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,170,53,28,30,cc,dali|1_10v,350-700mA,,other,Simpex,SRP-2305-30-CC-MULTIDIM,170,53,28,medium,220_240v_ac
1140045200,LED Converter LCA 45W 500-1400mA one4all C PRE,35.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,120,70,22.3,45,cc,one4all,500-1400mA,,lca,Tridonic,28000666,120,70,22.3,compact,220_240v_ac
1140045201,LED Converter LCA 45W 500-1400mA one4all SC PRE,53.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA TRIDONIC,,150,43,30,45,cc,one4all,500-1400mA,,lca,Tridonic,28000676,150,43,30,medium,220_240v_ac
1140050201,LED Converter SRP 50W 180-1500mA DALI | PUSH | 1-10V | Phasendimmbar,46.15,0,outofstock,simple,publish,LED Treiber,CONVERTER MA SIMPEX,,164.6,83,34.5,50,cc,dali|1_10v,180-1500mA,,other,Simpex,SRP-2305-50L-CC-MULTIDIM,164.6,83,34.5,medium,220_240v_ac
1140085200,LED Converter LCA 85W 600-1800mA one4all lp PRE,98.0,5,instock,simple,publish,LED Treiber,CONVERTER MA TRIDONIC,,280,30,11.4,85,cc,one4all,600-1800mA,,lca,Tridonic,28002830,280,30,11.4,large,220_240v_ac
1150050200,LED Converter SRP 50W 1000mA DMX,59.0,2,instock,simple,publish,LED Treiber,CONVERTER DMX SIMPEX,,210,50,32,50,cc,,1000mA,,other,Simpex,SRP-2106-50L-C1000,210,50,32,medium,220_240v_ac
1160010200,LED Converter LC 10W 150-400mA bDW SC PRE2 Casambi,94.0,10,instock,simple,publish,LED Treiber,CONVERTER MA CASAMBI TRIDONIC,,130,43,30,10,cc,casambi,150-400mA,,lc,Tridonic,28002411,130,43,30,medium,220_240v_ac
1160017200,LED Converter LC 17W 250-700mA bDW SC PRE2 Casambi,95.0,2,instock,simple,publish,LED Treiber,CONVERTER MA CASAMBI TRIDONIC,,130,43,30,17,cc,casambi,250-700mA,,lc,Tridonic,28002412,130,43,30,medium,220_240v_ac
1160032200,LED Converter Jolly TRT 32W 350-700mA PUSH,144.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA,,70,40,27,32,cc,,350-700mA,,other,TCI,127016,70,40,27,compact,220_240v_ac
1160038200,LED Converter LC 38W 350-1050mA bDW TW C PRE2 Casambi,141.0,1,instock,simple,publish,LED Treiber,CONVERTER MA CASAMBI TRIDONIC,,120,70,28.3,38,cc,casambi,350-1050mA,,lc,Tridonic,28002858,120,70,28.3,compact,220_240v_ac
1160038203,LED Converter LC 38W 650-1050mA bDW NF SC EXC3 Casambi,102.0,5,instock,simple,publish,LED Treiber,CONVERTER MA CASAMBI TRIDONIC,,97,43,30,38,cc,casambi,650-1050mA,,lc,Tridonic,28003716,97,43,30,compact,220_240v_ac
1160040200,LED Converter LC 40W 500-1050mA bDW INTRACK Casambi sw,112.0,1,instock,simple,publish,LED Treiber,CONVERTER MA INTRACK CASAMBI TRIDONIC,,231,32,43,40,cc,casambi,500-1050mA,,lc,Tridonic,28003057,231,32,43,medium,220_240v_ac
1160045200,LED Converter LC 45W 500-1400mA bDW SC PRE2 Casambi,102.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA CASAMBI TRIDONIC,,150,43,30,45,cc,casambi,500-1400mA,,lc,Tridonic,28002414,150,43,30,medium,220_240v_ac
1160060200,LED Converter LCM 60W 500mA-1400mA 2-90Vdc CASAMBI,142.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA LCM MEAN WELL SIMPEX,,123.5,81.5,23,60,cc,casambi,500mA,,other,Simpex,LCM-60BLE,123.5,81.5,23,medium,220_240v_ac
1160060201,LED Converter LC 60W 150-550mA bDW NF h16 PRE4 Casambi,97.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA CASAMBI TRIDONIC,,280,30,16.3,60,cc,casambi,150-550mA,,lc,Tridonic,28004619,280,30,16.3,large,220_240v_ac
1167028200,LED Converter LC 28W 300-700mA bDW bDW NF SC EXC3 Casambi,99.0,2,instock,simple,publish,LED Treiber,CONVERTER MA CASAMBI TRIDONIC,,97,43,30,28,cc,casambi,300-700mA,,lc,Tridonic,28003715,97,43,30,compact,220_240v_ac
1170010200,LED Converter SRP 10W 100mA-500mA ZigBee 3.0,30.0,26,instock,simple,publish,LED Treiber,CONVERTER MA ZIGBEE SIMPEX,,101,36,25,10,cc,zigbee,100mA,,other,Simpex,SRP-9101-10-C500NFC,101,36,25,compact,220_240v_ac
1170036200,LED Converter SRP 36W 350mA-1050mA ZigBee 3.0,39.0,1,instock,simple,publish,LED Treiber,CONVERTER MA ZIGBEE SIMPEX,,145,45,28,36,cc,zigbee,350mA,,other,Simpex,SRP-9101-36-C1050NFC,145,45,28,medium,220_240v_ac
1201006201,LED Converter 12V 6W 230VAC,17.0,5,instock,simple,publish,LED Treiber,CONVERTER V,,43,43,21,6,cv,,,,other,BAG Electronics,375833 / HLV1206L1,43,43,21,compact,220_240v_ac
1201012200,LED Converter 12W 12VDC ON/OFF,1.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,,,,12,cv,not_dimmable,,,other,BAG Electronics,TCI-122740,,,,,220_240v_ac
1201015201,LED Converter 12V 1-15W ON/OFF,79.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V BRUMBERG,,105,49,18,15,cv,not_dimmable,,,other,Eaglerise,17106000,105,49,18,compact,220_240v_ac
1201016300,LED Converter LPF-16-12 16W IP30,38.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,148,40,32,16,,,,IP30,other,Simpex,LPF-16-12,148,40,32,medium,220_240v_ac
1201020600,LED Converter PLN-20 12V 0-1.6A,37.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,148.5,38.5,28,,cv,,,,other,,PLN-20-12,148.5,38.5,28,medium,220_240v_ac
1201025600,LED Converter LPF-25-12 25W IP67,38.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,148,40,32,25,,,,IP67,other,Simpex,LPF-25-12,148,40,32,medium,220_240v_ac
1201030200,LED Converter 12V DC 1-30W ON/OFF,96.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V BRUMBERG,,185,48,20,30,cv,not_dimmable,,,other,Eaglerise,17110000,185,48,20,medium,220_240v_ac
1201030202,LED Converter 12V DC 30W,28.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V ISOLED,,251,30,17.2,30,cv,,,,other,K00043,113286,251,30,17.2,large,220_240v_ac
1201040600,LED Converter LPF-40-12 40W IP67,47.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,162.5,43,32,40,,,,IP67,other,Simpex,LPF-40-12,162.5,43,32,medium,220_240v_ac
1201050200,LED Converter SLD-50-12 50W 12VDC,34.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,280,30,16.8,50,cv,,,,other,Simpex,SLD-50-12,280,30,16.8,large,220_240v_ac
1201070201,"LED Converter TRA - 12V - 0 - 70W, 230V - 240V AC",14.0,8,instock,simple,publish,LED Treiber,CONVERTER V,,,,,70,cv,,,,other,BAG Electronics,363745 / 111213,,,,,220_240v_ac
1201080600,LED Converter HLG-80H-12A nicht dimmbar IP65,77.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,195.6,61.5,38.8,,,,,IP65,other,Simpex,HLG-80H-12A,195.6,61.5,38.8,medium,220_240v_ac
1201100200,LED Converter 100W 12VDC,78.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,184,61,32,100,cv,,,,other,K00043,113053,184,61,32,medium,220_240v_ac
1201120600,LED Converter HLG-120H-12A nicht dimmbar IP65,90.0,13,instock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,220,68,38.8,,,,,IP65,other,Simpex,HLG-120H-12A,220,68,38.8,medium,220_240v_ac
1201150600,LED Converter HLG-150H-12A nicht dimmbar IP65,91.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,228,68,38.8,,,,,IP65,other,Simpex,HLG-150H-12A,228,68,38.8,medium,220_240v_ac
1201240600,LED Converter HLG-240H-12A nicht dimmbar IP65,132.0,1,instock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,244.2,68,38.8,,,,,IP65,other,Simpex,HLG-240H-12A,244.2,68,38.8,medium,220_240v_ac
1201320600,LED Converter HLG-320H-12A nicht dimmbar IP65,177.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,252,90,43.8,,,,,IP65,other,Simpex,HLG-320H-12A,252,90,43.8,large,220_240v_ac
1201600601,LED Converter HLG-600H-12A nicht dimmbar IP65,378.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,280,144,43.8,,,,,IP65,other,Simpex,HLG-600H-12A,280,144,43.8,large,220_240v_ac
1202003200,"LED Converter TRA - 24V - 3W, 230V - 240V AC",23.0,1,instock,simple,publish,LED Treiber,CONVERTER V,,40,42,21,3,cv,,,,other,BAG Electronics,358847 - PTDC/3/24V/N,40,42,21,compact,220_240v_ac
1202006200,LED Converter 6W 24VDC,18.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,43,43,21,6,cv,,,,other,BAG Electronics,3779779 / HLV2406L1,43,43,21,compact,220_240v_ac
1202006201,LED Converter SS-6-24 6W 24V,9.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,52,43.5,21,6,cv,,,,other,Simpex,SS-6-24 MB,52,43.5,21,compact,220_240v_ac
1202010200,LED Converter 10W 24VDC ON/OFF,48.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V LUCE & LIGHT,,117,32,20,10,cv,not_dimmable,,,other,K00421,AV24010IP20,117,32,20,compact,220_240v_ac
1202012200,LED Converter 12W 24VDC ON/OFF,31.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,,,,12,cv,not_dimmable,,,other,,373624 TCI-122742,,,,,220_240v_ac
1202015200,LED Converter 24V/DC 15W ultraflach,21.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,128,50,13,15,cv,,,,other,,370080,128,50,13,medium,220_240v_ac
1202015201,LED Converter 15W 24V RELCO,45.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,,,22,15,cv,,,,other,,49.15r.24.00,,,22,,220_240v_ac
1202016300,LED Converter LPF-16-24 16W 24V,38.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,148,40,32,16,cv,,,,other,Simpex,LPF-16-24,148,40,32,medium,220_240v_ac
1202018200,LED Converter LC 18W 24V Ip SNC,13.0,86,instock,simple,publish,LED Treiber,CONVERTER V,,179,30,21,18,cv,,,,lc,Tridonic,87500938,179,30,21,medium,220_240v_ac
1202018201,LED Converter SS-18-24 18W 24V,14.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,68.5,35,23,18,cv,,,,other,Simpex,SS-18-24 MB,68.5,35,23,compact,220_240v_ac
1202020200,LED Converter OT 20/220-240/24,21.0,40,instock,simple,publish,LED Treiber,CONVERTER V,,109,50,35,,,,,,other,Osram/Ledvance,4050300618111 | OT 20/220-240/24,109,50,35,compact,220_240v_ac
1202020201,LED Converter Lin24 20W 230/24V DC,39.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,130,46,17,20,cv,,,,other,Lunatone,76.32726.11,130,46,17,medium,220_240v_ac
1202020202,LED Converter LT 20 24V / 700mA,29.0,1,instock,simple,publish,LED Treiber,CONVERTER V,,153,30,21,,cc,,700mA,,other,Nobile,N4343FAH00062,153,30,21,medium,220_240v_ac
1202020500,LED Converter 20W 24V IP54,44.0,0,outofstock,simple,publish,LED Treiber,SUPERSLIM CONVERTER V SMARTERION,,300,18,11,20,cv,,,IP54,other,Smarterion,TCI_127328,300,18,11,large,220_240v_ac
1202024200,LED Converter 24V/DC max. 24W,33.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,115,60,35,24,cv,,,,other,,362208TRA-24V-24W-IS,115,60,35,compact,220_240v_ac
1202024600,LED Converter TIW 24W 24VDC IP 67,88.0,1,instock,simple,publish,LED Treiber,CONVERTER V,,56,56,32,24,cv,,,IP67,other,Silvair,V TR12-24-1 | 305 804 109,56,56,32,compact,220_240v_ac
1202025400,LED Converter APV 25W 24V/DC IP42,20.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,84,57,29.5,25,cv,,,IP42,other,Simpex,APV-25-24,84,57,29.5,compact,220_240v_ac
1202025600,LED Converter LPF-25-24 25W 24V | IP67,31.0,2,instock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,148,40,32,25,cv,,,IP67,other,Simpex,LPF-25-24,148,40,32,medium,220_240v_ac
1202030201,LED Converter 30W 24V/DC ultraflach,32.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,159,58,18,30,cv,,,,other,,369052 / TRA-24V-30W,159,58,18,medium,220_240v_ac
1202030203,LED Converter LS-30-24 LI EXC 30W 24VDC,21.0,43,instock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,142,45,30,30,cv,,,,other,Simpex,LS-30-24 LI EXC,142,45,30,medium,220_240v_ac
1202030205,LED Converter 24V DC max. 30W,28.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V DOTLUX,,230,30,20,30,cv,,,,other,Dotlux,5075,230,30,20,medium,220_240v_ac
1202030600,LED Converter 24V DC max. 30W IP65,26.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,220,32,22,30,cv,,,IP65,other,BAG Electronics,358699 TRA-24V-30W-I,220,32,22,medium,220_240v_ac
1202030601,LED Converter KAV 30W 24V IP67,28.0,3,instock,simple,publish,LED Treiber,CONVERTER V,,,,25,30,cv,,,IP67,other,KAV,KAV-24030-0(W),,,25,,220_240v_ac
1202035200,LED Converter TRA-35-24 24V/DC max. 35W,1.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,,,,35,cv,,,,other,,HS-35-24,,,,,220_240v_ac
1202035201,LED Converter LC 35W 24V Ip SNC,25.0,8,instock,simple,publish,LED Treiber,CONVERTER V TRIDONIC,,230,30,21,35,cv,,,,lc,Tridonic,87501091,230,30,21,medium,220_240v_ac
1202036400,LED Converter APV 36W 24V/DC IP42,20.0,5,instock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,84,57,29.5,36,cv,,,IP42,other,Simpex,APV-35-24,84,57,29.5,compact,220_240v_ac
1202040600,LED Converter LPF-40-24 40W 24V,47.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,162.5,43,32,40,cv,,,,other,Simpex,LPF-40-24,162.5,43,32,medium,220_240v_ac
1202040601,LED Converter HLG-40H-24A nicht dimmbar IP65,62.0,11,instock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,171,61.5,36.8,,,,,IP65,other,Simpex,HLG-40H-24A,171,61.5,36.8,medium,220_240v_ac
1202042200,LED Converter Step-PS/1AC/24DC/1.75 DIN 42W ON/OFF,62.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,90,54,61,42,,not_dimmable,,,other,K00058,2868648,90,54,61,compact,220_240v_ac
1202045600,LED Converter PLN-45,56.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,181,61.5,35,,,,,,other,,,181,61.5,35,medium,220_240v_ac
1202050201,LED Converter SLD-50-24 50W 24VDC,34.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,280,30,16.8,50,cv,,,,other,Simpex,SLD-50-24,280,30,16.8,large,220_240v_ac
1202060200,LED Converter ELEMENT 60/220-240/24,16.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,200,40,31,,,,,,other,Osram/Ledvance,4052899605527 | ELEMENT 60/220-240/24 G2,200,40,31,medium,220_240v_ac
1202060203,LED Converter TRA-60-24 24V/DC max. 60W,1.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,,,,60,cv,,,,other,,HS-60-24,,,,,220_240v_ac
1202060204,LED Converter Step-PS/1AC/24DC/2.5 DIN 60W ON/OFF,97.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,90,72,61,60,,not_dimmable,,,other,K00058,2868651,90,72,61,compact,220_240v_ac
1202060205,LED Converter LS-60-24-LI-EXC 60W 24VDC,28.0,28,instock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,168,38,30,60,cv,,,,other,Simpex,LS-60-24-LI-EXC,168,38,30,medium,220_240v_ac
1202060206,LED Converter LC 60W 24V Ip SNC,26.0,66,instock,simple,publish,LED Treiber,CONVERTER V,,280,30,21,60,cv,,,,lc,Tridonic,87501092,280,30,21,large,220_240v_ac
1202060207,LED Converter US-60-24 LR2 60W 24VDC,40.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,329,30,17,60,cv,,,,other,Simpex,US-60-24 LR2,329,30,17,large,220_240v_ac
1202060208,LED Converter 24V DC max. 60W,32.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V DOTLUX,,250,30,21,60,cv,,,,other,Dotlux,5076,250,30,21,medium,220_240v_ac
1202060600,LED Converter LPF-60-24 60W 24V IP67,47.0,3,instock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,162.5,43,32,60,cv,,,IP67,other,Simpex,LPF-60-24,162.5,43,32,medium,220_240v_ac
1202060601,LED Converter HLG-60H-24A nicht dimmbar IP65,60.0,12,instock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,171,61.5,36.8,,,,,IP65,other,Simpex,HLG-60H-24A,171,61.5,36.8,medium,220_240v_ac
